Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
Margaret Atwood An Annotated Bibliography (Prose); Introduction,"Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,14,2,ABCMA01MAP1000001001000000,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Biography; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001000000&site=ehost-live&scope=site
Part 1 Works by Margaret Atwood; Books and manuscripts; Fiction,"Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,15,2,ABCMA01MAP1000001001001001,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Fiction; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001001001&site=ehost-live&scope=site
Part 1 Works by Margaret Atwood; Books and manuscripts; Criticism,"Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,16,1,ABCMA01MAP1000001001001002,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Criticism; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001001002&site=ehost-live&scope=site
Part 1 Works by Margaret Atwood; Books and manuscripts; Children's book,"Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,16,1,ABCMA01MAP1000001001001003,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Children's book; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001001003&site=ehost-live&scope=site
Part 1 Works by Margaret Atwood; Books and manuscripts; Drama,"Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,16,1,ABCMA01MAP1000001001001004,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Drama; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001001004&site=ehost-live&scope=site
Part 1 Works by Margaret Atwood; Books and manuscripts; Manuscripts,"Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,16,1,ABCMA01MAP1000001001001005,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Manuscripts; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001001005&site=ehost-live&scope=site
"Part 1 Works by Margaret Atwood; Contributions to periodicals, books, and anthologies; Short stories","Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,17,2,ABCMA01MAP1000001001002001,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Short stories; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001002001&site=ehost-live&scope=site
"Part 1 Works by Margaret Atwood; Contributions to periodicals, books, and anthologies; Articles and book reviews","Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,18,4,ABCMA01MAP1000001001002002,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Articles and book reviews; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001002002&site=ehost-live&scope=site
"Part 1 Works by Margaret Atwood; Contributions to periodicals, books, and anthologies; Published graphic work","Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,21,2,ABCMA01MAP1000001001002003,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Published graphic work; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001002003&site=ehost-live&scope=site
"Part 1 Works by Margaret Atwood; Contributions to periodicals, books, and anthologies; Selected anthology contributions","Horne, Alan J.",Part 1: Works by Margaret Atwood,,920802028,,1,,22,1,ABCMA01MAP1000001001002004,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Selected anthology contributions; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001002004&site=ehost-live&scope=site
"Part 2 Works on Margaret Atwood; Books, articles and sections of books, theses and dissertation, interviews, awards and honours; Books","Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,22,2,ABCMA01MAP2000001001003001,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Books & reading; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001003001&site=ehost-live&scope=site
"Part 2 Works on Margaret Atwood; Books, articles and sections of books, theses and dissertation, interviews, awards and honours; Articles and sections of books","Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,23,10,ABCMA01MAP2000001001003002,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Articles and sections of books; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001003002&site=ehost-live&scope=site
"Part 2 Works on Margaret Atwood; Books, articles and sections of books, theses and dissertation, interviews, awards and honours; Theses and dissertation","Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,32,2,ABCMA01MAP2000001001003003,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Theses and dissertation; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001003003&site=ehost-live&scope=site
"Part 2 Works on Margaret Atwood; Books, articles and sections of books, theses and dissertation, interviews, awards and honours; Interviews","Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,33,3,ABCMA01MAP2000001001003004,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Interviews; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001003004&site=ehost-live&scope=site
"Part 2 Works on Margaret Atwood; Books, articles and sections of books, theses and dissertation, interviews, awards and honours; Awards and honours","Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,35,1,ABCMA01MAP2000001001003005,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Awards and honours; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001003005&site=ehost-live&scope=site
Part 2 Works on Margaret Atwood; Selected book reviews; The Edible Woman,"Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,36,2,ABCMA01MAP2000001001004001,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Edible woman (Book); ATWOOD, Margaret -- Book review; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; EDIBLE woman (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001004001&site=ehost-live&scope=site
Part 2 Works on Margaret Atwood; Selected book reviews; Surfacing,"Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,37,3,ABCMA01MAP2000001001004002,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Surfacing (Book); ATWOOD, Margaret -- Book review; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; SURFACING (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001004002&site=ehost-live&scope=site
Part 2 Works on Margaret Atwood; Selected book reviews; Survival: A Thematic Guide to Canadian Literature,"Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,39,3,ABCMA01MAP2000001001004003,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Survival: A thematic guide to Canadian literature (Book); ATWOOD, Margaret -- Book review; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; SURVIVAL: A thematic guide to Canadian literature (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001004003&site=ehost-live&scope=site
Part 2 Works on Margaret Atwood; Selected book reviews; Lady Oracle,"Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,41,3,ABCMA01MAP2000001001004004,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Lady Oracle (Book); ATWOOD, Margaret -- Book review; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; LADY Oracle (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001004004&site=ehost-live&scope=site
Part 2 Works on Margaret Atwood; Selected book reviews; Dancing Girls,"Horne, Alan J.",Part 2: Works on Margaret Atwood,,920802028,,1,,43,2,ABCMA01MAP2000001001004005,,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Dancing girls (Book); ATWOOD, Margaret -- Book review; ATWOOD, Margaret; ATWOOD, Margaret -- Criticism & interpretation -- Bibliography; DANCING girls (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP2000001001004005&site=ehost-live&scope=site
Margaret Laurence An Annotated Bibliography; Introduction,"Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,48,3,ABCMA01MLP1000001002000000,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002000000&site=ehost-live&scope=site
Part 1 Works by Margaret Laurence; Books; Novels,"Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,50,2,ABCMA01MLP1000001002001001,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002001001&site=ehost-live&scope=site
Part 1 Works by Margaret Laurence; Books; Stories,"Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,51,1,ABCMA01MLP1000001002001002,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002001002&site=ehost-live&scope=site
Part 1 Works by Margaret Laurence; Books; Essays,"Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,51,1,ABCMA01MLP1000001002001003,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002001003&site=ehost-live&scope=site
Part 1 Works by Margaret Laurence; Books; Criticism,"Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,52,1,ABCMA01MLP1000001002001004,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002001004&site=ehost-live&scope=site
Part 1 Works by Margaret Laurence; Books; Edition,"Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,52,1,ABCMA01MLP1000001002001005,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002001005&site=ehost-live&scope=site
Part 1 Works by Margaret Laurence; Books; Children's book,"Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,52,1,ABCMA01MLP1000001002001006,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002001006&site=ehost-live&scope=site
"Part 1 Works by Margaret Laurence; Contributions to periodicals, newspapers, books, and anthologies; Poems","Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,52,2,ABCMA01MLP1000001002002001,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002002001&site=ehost-live&scope=site
"Part 1 Works by Margaret Laurence; Contributions to periodicals, newspapers, books, and anthologies; Short stories","Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,53,2,ABCMA01MLP1000001002002002,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002002002&site=ehost-live&scope=site
"Part 1 Works by Margaret Laurence; Contributions to periodicals, newspapers, books, and anthologies; Articles","Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,54,2,ABCMA01MLP1000001002002003,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002002003&site=ehost-live&scope=site
"Part 1 Works by Margaret Laurence; Contributions to periodicals, newspapers, books, and anthologies; Reviews","Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,55,2,ABCMA01MLP1000001002002004,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002002004&site=ehost-live&scope=site
"Part 1 Works by Margaret Laurence; Contributions to periodicals, newspapers, books, and anthologies; Selected anthology contributions","Warwick, Susan J.",Part 1: Works by Margaret Lawrence,,920802028,,1,,56,2,ABCMA01MLP1000001002002005,,"Toronto, Ontario : ECW Press",,"LAURENCE, Margaret; LAURENCE, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MLP1000001002002005&site=ehost-live&scope=site
